ID,GRIDCODE,ZONE
4285,10,5b: -15 to -10 F
4286,11,6a: -10 to -5 F
4287,10,5b: -15 to -10 F
4288,8,4b: -25 to -20 F
4289,7,4a: -30 to -25 F
4290,7,4a: -30 to -25 F
4291,8,4b: -25 to -20 F
4292,8,4b: -25 to -20 F
4293,8,4b: -25 to -20 F
4294,7,4a: -30 to -25 F
4295,7,4a: -30 to -25 F
4296,7,4a: -30 to -25 F
4297,7,4a: -30 to -25 F
4298,7,4a: -30 to -25 F
4299,16,8b: 15 to 20 F
4300,14,7b: 5 to 10 F
4301,13,7a: 0 to 5 F
4302,13,7a: 0 to 5 F
4303,14,7b: 5 to 10 F
4304,14,7b: 5 to 10 F
4305,15,8a: 10 to 15 F
4306,12,6b: -5 to 0 F
4307,12,6b: -5 to 0 F
4308,10,5b: -15 to -10 F
4309,12,6b: -5 to 0 F
4310,11,6a: -10 to -5 F
4311,12,6b: -5 to 0 F
4312,12,6b: -5 to 0 F
4313,10,5b: -15 to -10 F
4314,12,6b: -5 to 0 F
4315,9,5a: -20 to -15 F
4316,9,5a: -20 to -15 F
4317,11,6a: -10 to -5 F
4318,9,5a: -20 to -15 F
4319,8,4b: -25 to -20 F
4320,9,5a: -20 to -15 F
4321,8,4b: -25 to -20 F
4322,7,4a: -30 to -25 F
4323,8,4b: -25 to -20 F
4324,8,4b: -25 to -20 F
4325,6,3b: -35 to -30 F
4326,6,3b: -35 to -30 F
4327,6,3b: -35 to -30 F
4328,6,3b: -35 to -30 F
4329,7,4a: -30 to -25 F
4330,6,3b: -35 to -30 F
4331,8,4b: -25 to -20 F
4332,16,8b: 15 to 20 F
4333,14,7b: 5 to 10 F
4334,13,7a: 0 to 5 F
4335,14,7b: 5 to 10 F
4336,15,8a: 10 to 15 F
4337,14,7b: 5 to 10 F
4338,12,6b: -5 to 0 F
4339,14,7b: 5 to 10 F
4340,14,7b: 5 to 10 F
4341,13,7a: 0 to 5 F
4342,13,7a: 0 to 5 F
4343,14,7b: 5 to 10 F
4344,12,6b: -5 to 0 F
4345,12,6b: -5 to 0 F
4346,10,5b: -15 to -10 F
4347,11,6a: -10 to -5 F
4348,12,6b: -5 to 0 F
4349,9,5a: -20 to -15 F
4350,10,5b: -15 to -10 F
4351,11,6a: -10 to -5 F
4352,11,6a: -10 to -5 F
4353,10,5b: -15 to -10 F
4354,10,5b: -15 to -10 F
4355,10,5b: -15 to -10 F
4356,10,5b: -15 to -10 F
4357,9,5a: -20 to -15 F
4358,12,6b: -5 to 0 F
4359,10,5b: -15 to -10 F
4360,10,5b: -15 to -10 F
4361,10,5b: -15 to -10 F
4362,11,6a: -10 to -5 F
4363,8,4b: -25 to -20 F
4364,9,5a: -20 to -15 F
4365,10,5b: -15 to -10 F
4366,8,4b: -25 to -20 F
4367,7,4a: -30 to -25 F
4368,7,4a: -30 to -25 F
4369,7,4a: -30 to -25 F
4370,8,4b: -25 to -20 F
4371,6,3b: -35 to -30 F
4372,7,4a: -30 to -25 F
4373,7,4a: -30 to -25 F
4374,7,4a: -30 to -25 F
4375,6,3b: -35 to -30 F
4376,6,3b: -35 to -30 F
4377,16,8b: 15 to 20 F
4378,14,7b: 5 to 10 F
4379,15,8a: 10 to 15 F
4380,15,8a: 10 to 15 F
4381,14,7b: 5 to 10 F
4382,13,7a: 0 to 5 F
4383,14,7b: 5 to 10 F
4384,12,6b: -5 to 0 F
4385,10,5b: -15 to -10 F
4386,9,5a: -20 to -15 F
4387,10,5b: -15 to -10 F
4388,10,5b: -15 to -10 F
4389,11,6a: -10 to -5 F
4390,10,5b: -15 to -10 F
4391,12,6b: -5 to 0 F
4392,13,7a: 0 to 5 F
4393,13,7a: 0 to 5 F
4394,10,5b: -15 to -10 F
4395,12,6b: -5 to 0 F
4396,12,6b: -5 to 0 F
4397,11,6a: -10 to -5 F
4398,12,6b: -5 to 0 F
4399,12,6b: -5 to 0 F
4400,9,5a: -20 to -15 F
4401,11,6a: -10 to -5 F
4402,10,5b: -15 to -10 F
4403,10,5b: -15 to -10 F
4404,9,5a: -20 to -15 F
4405,12,6b: -5 to 0 F
4406,10,5b: -15 to -10 F
4407,12,6b: -5 to 0 F
4408,10,5b: -15 to -10 F
4409,10,5b: -15 to -10 F
4410,10,5b: -15 to -10 F
4411,9,5a: -20 to -15 F
4412,10,5b: -15 to -10 F
4413,10,5b: -15 to -10 F
4414,10,5b: -15 to -10 F
4415,10,5b: -15 to -10 F
4416,10,5b: -15 to -10 F
4417,9,5a: -20 to -15 F
4418,9,5a: -20 to -15 F
4419,8,4b: -25 to -20 F
4420,9,5a: -20 to -15 F
4421,8,4b: -25 to -20 F
4422,7,4a: -30 to -25 F
4423,7,4a: -30 to -25 F
4424,7,4a: -30 to -25 F
4425,8,4b: -25 to -20 F
4426,8,4b: -25 to -20 F
4427,8,4b: -25 to -20 F
4428,6,3b: -35 to -30 F
4429,6,3b: -35 to -30 F
4430,9,5a: -20 to -15 F
4431,9,5a: -20 to -15 F
4432,7,4a: -30 to -25 F
4433,7,4a: -30 to -25 F
4434,7,4a: -30 to -25 F
4435,17,9a: 20 to 25 F
4436,16,8b: 15 to 20 F
4437,16,8b: 15 to 20 F
4438,15,8a: 10 to 15 F
4439,14,7b: 5 to 10 F
4440,13,7a: 0 to 5 F
4441,12,6b: -5 to 0 F
4442,10,5b: -15 to -10 F
4443,10,5b: -15 to -10 F
4444,10,5b: -15 to -10 F
4445,10,5b: -15 to -10 F
4446,10,5b: -15 to -10 F
4447,9,5a: -20 to -15 F
4448,10,5b: -15 to -10 F
4449,11,6a: -10 to -5 F
4450,11,6a: -10 to -5 F
4451,10,5b: -15 to -10 F
4452,11,6a: -10 to -5 F
4453,12,6b: -5 to 0 F
4454,12,6b: -5 to 0 F
4455,10,5b: -15 to -10 F
4456,11,6a: -10 to -5 F
4457,9,5a: -20 to -15 F
4458,10,5b: -15 to -10 F
4459,10,5b: -15 to -10 F
4460,12,6b: -5 to 0 F
4461,10,5b: -15 to -10 F
4462,12,6b: -5 to 0 F
4463,10,5b: -15 to -10 F
4464,10,5b: -15 to -10 F
4465,10,5b: -15 to -10 F
4466,11,6a: -10 to -5 F
4467,10,5b: -15 to -10 F
4468,10,5b: -15 to -10 F
4469,8,4b: -25 to -20 F
4470,11,6a: -10 to -5 F
4471,8,4b: -25 to -20 F
4472,9,5a: -20 to -15 F
4473,9,5a: -20 to -15 F
4474,10,5b: -15 to -10 F
4475,7,4a: -30 to -25 F
4476,8,4b: -25 to -20 F
4477,8,4b: -25 to -20 F
4478,7,4a: -30 to -25 F
4479,6,3b: -35 to -30 F
4480,6,3b: -35 to -30 F
4481,7,4a: -30 to -25 F
4482,7,4a: -30 to -25 F
4483,7,4a: -30 to -25 F
4484,7,4a: -30 to -25 F
4485,6,3b: -35 to -30 F
4486,6,3b: -35 to -30 F
4487,17,9a: 20 to 25 F
4488,14,7b: 5 to 10 F
4489,13,7a: 0 to 5 F
4490,14,7b: 5 to 10 F
4491,15,8a: 10 to 15 F
4492,12,6b: -5 to 0 F
4493,10,5b: -15 to -10 F
4494,10,5b: -15 to -10 F
4495,13,7a: 0 to 5 F
4496,11,6a: -10 to -5 F
4497,10,5b: -15 to -10 F
4498,12,6b: -5 to 0 F
4499,12,6b: -5 to 0 F
4500,10,5b: -15 to -10 F
4501,12,6b: -5 to 0 F
4502,11,6a: -10 to -5 F
4503,10,5b: -15 to -10 F
4504,9,5a: -20 to -15 F
4505,10,5b: -15 to -10 F
4506,12,6b: -5 to 0 F
4507,12,6b: -5 to 0 F
4508,11,6a: -10 to -5 F
4509,9,5a: -20 to -15 F
4510,10,5b: -15 to -10 F
4511,9,5a: -20 to -15 F
4512,9,5a: -20 to -15 F
4513,8,4b: -25 to -20 F
4514,9,5a: -20 to -15 F
4515,9,5a: -20 to -15 F
4516,9,5a: -20 to -15 F
4517,8,4b: -25 to -20 F
4518,6,3b: -35 to -30 F
4519,7,4a: -30 to -25 F
4520,9,5a: -20 to -15 F
4521,7,4a: -30 to -25 F
4522,7,4a: -30 to -25 F
4523,7,4a: -30 to -25 F
4524,7,4a: -30 to -25 F
4525,7,4a: -30 to -25 F
4526,7,4a: -30 to -25 F
4527,6,3b: -35 to -30 F
4528,6,3b: -35 to -30 F
4529,6,3b: -35 to -30 F
4530,16,8b: 15 to 20 F
4531,16,8b: 15 to 20 F
4532,15,8a: 10 to 15 F
4533,14,7b: 5 to 10 F
4534,13,7a: 0 to 5 F
4535,14,7b: 5 to 10 F
4536,11,6a: -10 to -5 F
4537,12,6b: -5 to 0 F
4538,13,7a: 0 to 5 F
4539,13,7a: 0 to 5 F
4540,13,7a: 0 to 5 F
4541,10,5b: -15 to -10 F
4542,10,5b: -15 to -10 F
4543,13,7a: 0 to 5 F
4544,10,5b: -15 to -10 F
4545,10,5b: -15 to -10 F
4546,11,6a: -10 to -5 F
4547,11,6a: -10 to -5 F
4548,11,6a: -10 to -5 F
4549,10,5b: -15 to -10 F
4550,10,5b: -15 to -10 F
4551,12,6b: -5 to 0 F
4552,12,6b: -5 to 0 F
4553,10,5b: -15 to -10 F
4554,12,6b: -5 to 0 F
4555,10,5b: -15 to -10 F
4556,11,6a: -10 to -5 F
4557,9,5a: -20 to -15 F
4558,10,5b: -15 to -10 F
4559,10,5b: -15 to -10 F
4560,11,6a: -10 to -5 F
4561,9,5a: -20 to -15 F
4562,9,5a: -20 to -15 F
4563,8,4b: -25 to -20 F
4564,10,5b: -15 to -10 F
4565,8,4b: -25 to -20 F
4566,9,5a: -20 to -15 F
4567,10,5b: -15 to -10 F
4568,7,4a: -30 to -25 F
4569,8,4b: -25 to -20 F
4570,7,4a: -30 to -25 F
4571,7,4a: -30 to -25 F
4572,7,4a: -30 to -25 F
4573,7,4a: -30 to -25 F
4574,7,4a: -30 to -25 F
4575,6,3b: -35 to -30 F
4576,7,4a: -30 to -25 F
4577,7,4a: -30 to -25 F
4578,7,4a: -30 to -25 F
4579,6,3b: -35 to -30 F
4580,6,3b: -35 to -30 F
4581,17,9a: 20 to 25 F
4582,17,9a: 20 to 25 F
4583,17,9a: 20 to 25 F
4584,14,7b: 5 to 10 F
4585,12,6b: -5 to 0 F
4586,14,7b: 5 to 10 F
4587,12,6b: -5 to 0 F
4588,14,7b: 5 to 10 F
4589,12,6b: -5 to 0 F
4590,11,6a: -10 to -5 F
4591,13,7a: 0 to 5 F
4592,13,7a: 0 to 5 F
4593,11,6a: -10 to -5 F
4594,10,5b: -15 to -10 F
4595,11,6a: -10 to -5 F
4596,12,6b: -5 to 0 F
4597,12,6b: -5 to 0 F
4598,11,6a: -10 to -5 F
4599,10,5b: -15 to -10 F
4600,10,5b: -15 to -10 F
4601,12,6b: -5 to 0 F
4602,11,6a: -10 to -5 F
4603,10,5b: -15 to -10 F
4604,9,5a: -20 to -15 F
4605,9,5a: -20 to -15 F
4606,10,5b: -15 to -10 F
4607,10,5b: -15 to -10 F
4608,8,4b: -25 to -20 F
4609,11,6a: -10 to -5 F
4610,11,6a: -10 to -5 F
4611,11,6a: -10 to -5 F
4612,9,5a: -20 to -15 F
4613,9,5a: -20 to -15 F
4614,10,5b: -15 to -10 F
4615,7,4a: -30 to -25 F
4616,7,4a: -30 to -25 F
4617,7,4a: -30 to -25 F
4618,7,4a: -30 to -25 F
4619,6,3b: -35 to -30 F
4620,7,4a: -30 to -25 F
4621,7,4a: -30 to -25 F
4622,7,4a: -30 to -25 F
4623,6,3b: -35 to -30 F
4624,7,4a: -30 to -25 F
4625,5,3a: -40 to -35 F
4626,17,9a: 20 to 25 F
4627,14,7b: 5 to 10 F
4628,12,6b: -5 to 0 F
4629,13,7a: 0 to 5 F
4630,11,6a: -10 to -5 F
4631,12,6b: -5 to 0 F
4632,13,7a: 0 to 5 F
4633,10,5b: -15 to -10 F
4634,12,6b: -5 to 0 F
4635,11,6a: -10 to -5 F
4636,10,5b: -15 to -10 F
4637,12,6b: -5 to 0 F
4638,12,6b: -5 to 0 F
4639,10,5b: -15 to -10 F
4640,9,5a: -20 to -15 F
4641,11,6a: -10 to -5 F
4642,9,5a: -20 to -15 F
4643,9,5a: -20 to -15 F
4644,11,6a: -10 to -5 F
4645,12,6b: -5 to 0 F
4646,10,5b: -15 to -10 F
4647,9,5a: -20 to -15 F
4648,8,4b: -25 to -20 F
4649,9,5a: -20 to -15 F
4650,9,5a: -20 to -15 F
4651,7,4a: -30 to -25 F
4652,9,5a: -20 to -15 F
4653,9,5a: -20 to -15 F
4654,8,4b: -25 to -20 F
4655,6,3b: -35 to -30 F
4656,7,4a: -30 to -25 F
4657,7,4a: -30 to -25 F
4658,7,4a: -30 to -25 F
4659,7,4a: -30 to -25 F
4660,7,4a: -30 to -25 F
4661,7,4a: -30 to -25 F
4662,6,3b: -35 to -30 F
4663,6,3b: -35 to -30 F
4664,7,4a: -30 to -25 F
4665,7,4a: -30 to -25 F
4666,6,3b: -35 to -30 F
4667,6,3b: -35 to -30 F
4668,6,3b: -35 to -30 F
4669,17,9a: 20 to 25 F
4670,15,8a: 10 to 15 F
4671,13,7a: 0 to 5 F
4672,12,6b: -5 to 0 F
4673,12,6b: -5 to 0 F
4674,11,6a: -10 to -5 F
4675,12,6b: -5 to 0 F
4676,12,6b: -5 to 0 F
4677,10,5b: -15 to -10 F
4678,10,5b: -15 to -10 F
4679,10,5b: -15 to -10 F
4680,10,5b: -15 to -10 F
4681,9,5a: -20 to -15 F
4682,11,6a: -10 to -5 F
4683,11,6a: -10 to -5 F
4684,8,4b: -25 to -20 F
4685,10,5b: -15 to -10 F
4686,7,4a: -30 to -25 F
4687,9,5a: -20 to -15 F
4688,10,5b: -15 to -10 F
4689,9,5a: -20 to -15 F
4690,10,5b: -15 to -10 F
4691,7,4a: -30 to -25 F
4692,7,4a: -30 to -25 F
4693,7,4a: -30 to -25 F
4694,9,5a: -20 to -15 F
4695,8,4b: -25 to -20 F
4696,7,4a: -30 to -25 F
4697,6,3b: -35 to -30 F
4698,7,4a: -30 to -25 F
4699,6,3b: -35 to -30 F
4700,6,3b: -35 to -30 F
4701,6,3b: -35 to -30 F
4702,14,7b: 5 to 10 F
4703,15,8a: 10 to 15 F
4704,13,7a: 0 to 5 F
4705,13,7a: 0 to 5 F
4706,14,7b: 5 to 10 F
4707,11,6a: -10 to -5 F
4708,12,6b: -5 to 0 F
4709,12,6b: -5 to 0 F
4710,13,7a: 0 to 5 F
4711,10,5b: -15 to -10 F
4712,10,5b: -15 to -10 F
4713,11,6a: -10 to -5 F
4714,12,6b: -5 to 0 F
4715,11,6a: -10 to -5 F
4716,12,6b: -5 to 0 F
4717,10,5b: -15 to -10 F
4718,12,6b: -5 to 0 F
4719,10,5b: -15 to -10 F
4720,9,5a: -20 to -15 F
4721,10,5b: -15 to -10 F
4722,10,5b: -15 to -10 F
4723,10,5b: -15 to -10 F
4724,10,5b: -15 to -10 F
4725,9,5a: -20 to -15 F
4726,10,5b: -15 to -10 F
4727,9,5a: -20 to -15 F
4728,11,6a: -10 to -5 F
4729,8,4b: -25 to -20 F
4730,6,3b: -35 to -30 F
4731,8,4b: -25 to -20 F
4732,7,4a: -30 to -25 F
4733,6,3b: -35 to -30 F
4734,7,4a: -30 to -25 F
4735,7,4a: -30 to -25 F
4736,8,4b: -25 to -20 F
4737,6,3b: -35 to -30 F
4738,7,4a: -30 to -25 F
4739,7,4a: -30 to -25 F
4740,7,4a: -30 to -25 F
4741,7,4a: -30 to -25 F
4742,7,4a: -30 to -25 F
4743,6,3b: -35 to -30 F
4744,6,3b: -35 to -30 F
4745,6,3b: -35 to -30 F
4746,5,3a: -40 to -35 F
4747,15,8a: 10 to 15 F
4748,12,6b: -5 to 0 F
4749,15,8a: 10 to 15 F
4750,14,7b: 5 to 10 F
4751,14,7b: 5 to 10 F
4752,10,5b: -15 to -10 F
4753,10,5b: -15 to -10 F
4754,10,5b: -15 to -10 F
4755,10,5b: -15 to -10 F
4756,11,6a: -10 to -5 F
4757,13,7a: 0 to 5 F
4758,10,5b: -15 to -10 F
4759,12,6b: -5 to 0 F
4760,10,5b: -15 to -10 F
4761,10,5b: -15 to -10 F
4762,10,5b: -15 to -10 F
4763,12,6b: -5 to 0 F
4764,10,5b: -15 to -10 F
4765,11,6a: -10 to -5 F
4766,11,6a: -10 to -5 F
4767,10,5b: -15 to -10 F
4768,11,6a: -10 to -5 F
4769,10,5b: -15 to -10 F
4770,9,5a: -20 to -15 F
4771,9,5a: -20 to -15 F
4772,8,4b: -25 to -20 F
4773,10,5b: -15 to -10 F
4774,7,4a: -30 to -25 F
4775,6,3b: -35 to -30 F
4776,6,3b: -35 to -30 F
4777,6,3b: -35 to -30 F
4778,7,4a: -30 to -25 F
4779,7,4a: -30 to -25 F
4780,9,5a: -20 to -15 F
4781,6,3b: -35 to -30 F
4782,7,4a: -30 to -25 F
4783,7,4a: -30 to -25 F
4784,7,4a: -30 to -25 F
4785,7,4a: -30 to -25 F
4786,6,3b: -35 to -30 F
4787,6,3b: -35 to -30 F
4788,7,4a: -30 to -25 F
4789,7,4a: -30 to -25 F
4790,7,4a: -30 to -25 F
4791,6,3b: -35 to -30 F
4792,6,3b: -35 to -30 F
4793,6,3b: -35 to -30 F
4794,6,3b: -35 to -30 F
4795,5,3a: -40 to -35 F
4796,6,3b: -35 to -30 F
4797,6,3b: -35 to -30 F
4798,15,8a: 10 to 15 F
4799,14,7b: 5 to 10 F
4800,13,7a: 0 to 5 F
4801,14,7b: 5 to 10 F
4802,13,7a: 0 to 5 F
4803,14,7b: 5 to 10 F
4804,14,7b: 5 to 10 F
4805,13,7a: 0 to 5 F
4806,11,6a: -10 to -5 F
4807,9,5a: -20 to -15 F
4808,10,5b: -15 to -10 F
4809,10,5b: -15 to -10 F
4810,13,7a: 0 to 5 F
4811,11,6a: -10 to -5 F
4812,13,7a: 0 to 5 F
4813,11,6a: -10 to -5 F
4814,12,6b: -5 to 0 F
4815,10,5b: -15 to -10 F
4816,10,5b: -15 to -10 F
4817,9,5a: -20 to -15 F
4818,10,5b: -15 to -10 F
4819,8,4b: -25 to -20 F
4820,10,5b: -15 to -10 F
4821,11,6a: -10 to -5 F
4822,7,4a: -30 to -25 F
4823,7,4a: -30 to -25 F
4824,9,5a: -20 to -15 F
4825,10,5b: -15 to -10 F
4826,10,5b: -15 to -10 F
4827,9,5a: -20 to -15 F
4828,10,5b: -15 to -10 F
4829,8,4b: -25 to -20 F
4830,10,5b: -15 to -10 F
4831,9,5a: -20 to -15 F
4832,7,4a: -30 to -25 F
4833,7,4a: -30 to -25 F
4834,6,3b: -35 to -30 F
4835,7,4a: -30 to -25 F
4836,7,4a: -30 to -25 F
4837,7,4a: -30 to -25 F
4838,9,5a: -20 to -15 F
4839,6,3b: -35 to -30 F
4840,7,4a: -30 to -25 F
4841,6,3b: -35 to -30 F
4842,6,3b: -35 to -30 F
4843,7,4a: -30 to -25 F
4844,7,4a: -30 to -25 F
4845,6,3b: -35 to -30 F
4846,7,4a: -30 to -25 F
4847,6,3b: -35 to -30 F
4848,16,8b: 15 to 20 F
4849,17,9a: 20 to 25 F
4850,14,7b: 5 to 10 F
4851,13,7a: 0 to 5 F
4852,13,7a: 0 to 5 F
4853,15,8a: 10 to 15 F
4854,14,7b: 5 to 10 F
4855,13,7a: 0 to 5 F
4856,14,7b: 5 to 10 F
4857,14,7b: 5 to 10 F
4858,13,7a: 0 to 5 F
4859,12,6b: -5 to 0 F
4860,11,6a: -10 to -5 F
4861,12,6b: -5 to 0 F
4862,10,5b: -15 to -10 F
4863,10,5b: -15 to -10 F
4864,11,6a: -10 to -5 F
4865,11,6a: -10 to -5 F
4866,10,5b: -15 to -10 F
4867,10,5b: -15 to -10 F
4868,10,5b: -15 to -10 F
4869,10,5b: -15 to -10 F
4870,10,5b: -15 to -10 F
4871,10,5b: -15 to -10 F
4872,10,5b: -15 to -10 F
4873,10,5b: -15 to -10 F
4874,10,5b: -15 to -10 F
4875,11,6a: -10 to -5 F
4876,9,5a: -20 to -15 F
4877,9,5a: -20 to -15 F
4878,9,5a: -20 to -15 F
4879,7,4a: -30 to -25 F
4880,7,4a: -30 to -25 F
4881,9,5a: -20 to -15 F
4882,10,5b: -15 to -10 F
4883,10,5b: -15 to -10 F
4884,7,4a: -30 to -25 F
4885,8,4b: -25 to -20 F
4886,7,4a: -30 to -25 F
4887,7,4a: -30 to -25 F
4888,6,3b: -35 to -30 F
4889,7,4a: -30 to -25 F
4890,6,3b: -35 to -30 F
4891,6,3b: -35 to -30 F
4892,6,3b: -35 to -30 F
4893,6,3b: -35 to -30 F
4894,6,3b: -35 to -30 F
4895,5,3a: -40 to -35 F
4896,5,3a: -40 to -35 F
4897,5,3a: -40 to -35 F
4898,4,2b: -45 to -40 F
4899,16,8b: 15 to 20 F
4900,17,9a: 20 to 25 F
4901,16,8b: 15 to 20 F
4902,15,8a: 10 to 15 F
4903,14,7b: 5 to 10 F
4904,14,7b: 5 to 10 F
4905,14,7b: 5 to 10 F
4906,12,6b: -5 to 0 F
4907,11,6a: -10 to -5 F
4908,14,7b: 5 to 10 F
4909,13,7a: 0 to 5 F
4910,10,5b: -15 to -10 F
4911,13,7a: 0 to 5 F
4912,10,5b: -15 to -10 F
4913,12,6b: -5 to 0 F
4914,10,5b: -15 to -10 F
4915,10,5b: -15 to -10 F
4916,12,6b: -5 to 0 F
4917,12,6b: -5 to 0 F
4918,11,6a: -10 to -5 F
4919,10,5b: -15 to -10 F
4920,10,5b: -15 to -10 F
4921,11,6a: -10 to -5 F
4922,9,5a: -20 to -15 F
4923,9,5a: -20 to -15 F
4924,7,4a: -30 to -25 F
4925,9,5a: -20 to -15 F
4926,10,5b: -15 to -10 F
4927,6,3b: -35 to -30 F
4928,7,4a: -30 to -25 F
4929,7,4a: -30 to -25 F
4930,7,4a: -30 to -25 F
4931,8,4b: -25 to -20 F
4932,8,4b: -25 to -20 F
4933,7,4a: -30 to -25 F
4934,7,4a: -30 to -25 F
4935,8,4b: -25 to -20 F
4936,7,4a: -30 to -25 F
4937,7,4a: -30 to -25 F
4938,6,3b: -35 to -30 F
4939,6,3b: -35 to -30 F
4940,6,3b: -35 to -30 F
4941,6,3b: -35 to -30 F
4942,6,3b: -35 to -30 F
4943,5,3a: -40 to -35 F
4944,5,3a: -40 to -35 F
4945,6,3b: -35 to -30 F
4946,5,3a: -40 to -35 F
4947,16,8b: 15 to 20 F
4948,14,7b: 5 to 10 F
4949,14,7b: 5 to 10 F
4950,10,5b: -15 to -10 F
4951,12,6b: -5 to 0 F
4952,12,6b: -5 to 0 F
4953,11,6a: -10 to -5 F
4954,10,5b: -15 to -10 F
4955,10,5b: -15 to -10 F
4956,10,5b: -15 to -10 F
4957,10,5b: -15 to -10 F
4958,10,5b: -15 to -10 F
4959,11,6a: -10 to -5 F
4960,12,6b: -5 to 0 F
4961,12,6b: -5 to 0 F
4962,10,5b: -15 to -10 F
4963,10,5b: -15 to -10 F
4964,10,5b: -15 to -10 F
4965,10,5b: -15 to -10 F
4966,10,5b: -15 to -10 F
4967,8,4b: -25 to -20 F
4968,10,5b: -15 to -10 F
4969,9,5a: -20 to -15 F
4970,8,4b: -25 to -20 F
4971,10,5b: -15 to -10 F
4972,7,4a: -30 to -25 F
4973,7,4a: -30 to -25 F
4974,7,4a: -30 to -25 F
4975,7,4a: -30 to -25 F
4976,8,4b: -25 to -20 F
4977,7,4a: -30 to -25 F
4978,7,4a: -30 to -25 F
4979,7,4a: -30 to -25 F
4980,6,3b: -35 to -30 F
4981,6,3b: -35 to -30 F
4982,7,4a: -30 to -25 F
4983,6,3b: -35 to -30 F
4984,6,3b: -35 to -30 F
4985,6,3b: -35 to -30 F
4986,6,3b: -35 to -30 F
4987,5,3a: -40 to -35 F
4988,5,3a: -40 to -35 F
4989,5,3a: -40 to -35 F
4990,15,8a: 10 to 15 F
4991,13,7a: 0 to 5 F
4992,14,7b: 5 to 10 F
4993,13,7a: 0 to 5 F
4994,14,7b: 5 to 10 F
4995,14,7b: 5 to 10 F
4996,14,7b: 5 to 10 F
4997,15,8a: 10 to 15 F
4998,13,7a: 0 to 5 F
4999,12,6b: -5 to 0 F
5000,12,6b: -5 to 0 F
5001,13,7a: 0 to 5 F
5002,10,5b: -15 to -10 F
5003,12,6b: -5 to 0 F
5004,10,5b: -15 to -10 F
5005,10,5b: -15 to -10 F
5006,10,5b: -15 to -10 F
5007,10,5b: -15 to -10 F
5008,12,6b: -5 to 0 F
5009,12,6b: -5 to 0 F
5010,10,5b: -15 to -10 F
5011,10,5b: -15 to -10 F
5012,12,6b: -5 to 0 F
5013,10,5b: -15 to -10 F
5014,10,5b: -15 to -10 F
5015,10,5b: -15 to -10 F
5016,11,6a: -10 to -5 F
5017,11,6a: -10 to -5 F
5018,10,5b: -15 to -10 F
5019,11,6a: -10 to -5 F
5020,11,6a: -10 to -5 F
5021,8,4b: -25 to -20 F
5022,10,5b: -15 to -10 F
5023,9,5a: -20 to -15 F
5024,7,4a: -30 to -25 F
5025,9,5a: -20 to -15 F
5026,10,5b: -15 to -10 F
5027,9,5a: -20 to -15 F
5028,10,5b: -15 to -10 F
5029,8,4b: -25 to -20 F
5030,7,4a: -30 to -25 F
5031,7,4a: -30 to -25 F
5032,8,4b: -25 to -20 F
5033,7,4a: -30 to -25 F
5034,7,4a: -30 to -25 F
5035,7,4a: -30 to -25 F
5036,7,4a: -30 to -25 F
5037,6,3b: -35 to -30 F
5038,6,3b: -35 to -30 F
5039,6,3b: -35 to -30 F
5040,6,3b: -35 to -30 F
5041,6,3b: -35 to -30 F
5042,6,3b: -35 to -30 F
5043,6,3b: -35 to -30 F
5044,6,3b: -35 to -30 F
5045,4,2b: -45 to -40 F
5046,4,2b: -45 to -40 F
5047,17,9a: 20 to 25 F
5048,14,7b: 5 to 10 F
5049,13,7a: 0 to 5 F
5050,14,7b: 5 to 10 F
5051,14,7b: 5 to 10 F
5052,12,6b: -5 to 0 F
5053,11,6a: -10 to -5 F
5054,12,6b: -5 to 0 F
5055,10,5b: -15 to -10 F
5056,10,5b: -15 to -10 F
5057,11,6a: -10 to -5 F
5058,12,6b: -5 to 0 F
5059,10,5b: -15 to -10 F
5060,12,6b: -5 to 0 F
5061,12,6b: -5 to 0 F
5062,10,5b: -15 to -10 F
5063,10,5b: -15 to -10 F
5064,10,5b: -15 to -10 F
5065,10,5b: -15 to -10 F
5066,10,5b: -15 to -10 F
5067,10,5b: -15 to -10 F
5068,10,5b: -15 to -10 F
5069,11,6a: -10 to -5 F
5070,10,5b: -15 to -10 F
5071,11,6a: -10 to -5 F
5072,11,6a: -10 to -5 F
5073,8,4b: -25 to -20 F
5074,9,5a: -20 to -15 F
5075,8,4b: -25 to -20 F
5076,6,3b: -35 to -30 F
5077,7,4a: -30 to -25 F
5078,6,3b: -35 to -30 F
5079,8,4b: -25 to -20 F
5080,7,4a: -30 to -25 F
5081,6,3b: -35 to -30 F
5082,6,3b: -35 to -30 F
5083,6,3b: -35 to -30 F
5084,7,4a: -30 to -25 F
5085,7,4a: -30 to -25 F
5086,6,3b: -35 to -30 F
5087,7,4a: -30 to -25 F
5088,6,3b: -35 to -30 F
5089,6,3b: -35 to -30 F
5090,6,3b: -35 to -30 F
5091,6,3b: -35 to -30 F
5092,6,3b: -35 to -30 F
5093,6,3b: -35 to -30 F
5094,15,8a: 10 to 15 F
5095,15,8a: 10 to 15 F
5096,13,7a: 0 to 5 F
5097,14,7b: 5 to 10 F
5098,14,7b: 5 to 10 F
5099,12,6b: -5 to 0 F
5100,13,7a: 0 to 5 F
5101,14,7b: 5 to 10 F
5102,12,6b: -5 to 0 F
5103,14,7b: 5 to 10 F
5104,13,7a: 0 to 5 F
5105,10,5b: -15 to -10 F
5106,10,5b: -15 to -10 F
